target_slug,target_name,score_set,rater_id,rater_lens,category,factor,score,evidence_label,rationale,category_subtotal,total_score
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,agent_readiness_test,4,Inference,"Plugins and CMS developer surfaces help, but public evidence is lighter on explicit agent-facing posture than Figma Make, Webflow, or Wix Studio.",17,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,accountability_test,2,Inference,"Framer controls what gets published, yet it does not own the broader business result or long-tail runtime accountability.",17,51
framer,Framer,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,outcome_depth_test,3,Inference,"The product can influence launch speed and website quality, but durable commercial results still rely on traffic, content, and experimentation outside Framer.",17,51
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,context,4,Direct evidence,"Wix Studio owns site structure, business-solution connections, and broader platform context beyond a single design artifact.",20,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,context,4,Direct evidence,"Wix Studio owns site structure, business-solution connections, and broader platform context beyond a single design artifact.",20,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,trust,4,Direct evidence,"Wix Studio publicly foregrounds security and enterprise-grade infrastructure, which strengthens trust relative to lighter AI-native builders.",20,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,trust,4,Direct evidence,"Wix Studio publicly foregrounds security and enterprise-grade infrastructure, which strengthens trust relative to lighter AI-native builders.",20,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,distribution,5,Direct evidence,Wix has broad existing market reach and Studio is packaged for agencies and enterprises rather than needing to build distribution from scratch.,20,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,distribution,5,Direct evidence,Wix has broad existing market reach and Studio is packaged for agencies and enterprises rather than needing to build distribution from scratch.,20,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,judgment,3,Inference,"The platform can encode workflow and infrastructure choices, but scarce website strategy and creative judgment still remain largely external.",20,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,judgment,3,Inference,"The platform can encode workflow and infrastructure choices, but scarce website strategy and creative judgment still remain largely external.",20,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,proprietary_advantage,liability_governance,4,Direct evidence,"Public messaging around security, reliability, and multi-site management supports a stronger governance story than most peers in this cohort.",20,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,proprietary_advantage,liability_governance,4,Direct evidence,"Public messaging around security, reliability, and multi-site management supports a stronger governance story than most peers in this cohort.",20,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,frequency,4,Inference,"Agencies and enterprise teams managing multiple sites can use Studio continuously, not only during initial build phases.",20,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,frequency,4,Inference,"Agencies and enterprise teams managing multiple sites can use Studio continuously, not only during initial build phases.",20,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,operational_dependence,4,Inference,"Once Studio is running an important web program, teams are likely to depend on it for recurring operational work.",20,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,operational_dependence,4,Inference,"Once Studio is running an important web program, teams are likely to depend on it for recurring operational work.",20,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,system_position,4,Direct evidence,"The platform sits across building, publishing, business solutions, and developer extensions rather than only at the mockup layer.",20,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,system_position,4,Direct evidence,"The platform sits across building, publishing, business solutions, and developer extensions rather than only at the mockup layer.",20,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,switching_cost,4,Inference,"Multi-site and enterprise use cases create more migration friction than lighter tools, even if underlying content is still somewhat portable.",20,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,switching_cost,4,Inference,"Multi-site and enterprise use cases create more migration friction than lighter tools, even if underlying content is still somewhat portable.",20,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,workflow_criticality,budget_durability,4,Inference,Agency and enterprise site-platform spend is typically more durable than experimental AI tooling budgets.,20,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,workflow_criticality,budget_durability,4,Inference,Agency and enterprise site-platform spend is typically more durable than experimental AI tooling budgets.,20,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,model_improvement_test,4,Inference,"Stronger models should improve Studio's AI surfaces, but the broader platform still matters because AI sits inside a larger system of action.",18,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,model_improvement_test,4,Inference,"Stronger models should improve Studio's AI surfaces, but the broader platform still matters because AI sits inside a larger system of action.",18,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,wrapper_risk_test,3,Inference,"Wix Studio is clearly deeper than a wrapper, yet its visible AI layers are still subject to the same commoditization pressure affecting the category.",18,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,wrapper_risk_test,3,Inference,"Wix Studio is clearly deeper than a wrapper, yet its visible AI layers are still subject to the same commoditization pressure affecting the category.",18,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,agent_readiness_test,4,Direct evidence,The developer docs and platform breadth suggest Studio can support agent-mediated workflows better than tools with only a narrow UI surface.,18,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,agent_readiness_test,4,Direct evidence,The developer docs and platform breadth suggest Studio can support agent-mediated workflows better than tools with only a narrow UI surface.,18,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,accountability_test,3,Inference,"Studio controls meaningful site operations, but it still does not own the full business outcome after launch.",18,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,accountability_test,3,Inference,"Studio controls meaningful site operations, but it still does not own the full business outcome after launch.",18,58
wix-studio,Wix Studio,desk_consensus,desk_consensus,Desk-only adjudicated consensus before empirical task adjustment,ai_resilience_tests,outcome_depth_test,4,Inference,"Because the platform spans publishing, management, and business solutions, Studio can influence operational and commercial outcomes more deeply than lighter builders.",18,58
wix-studio,Wix Studio,empirical_consensus,empirical_consensus,Empirical-adjusted consensus after live task evidence,ai_resilience_tests,outcome_depth_test,4,Inference,"Because the platform spans publishing, management, and business solutions, Studio can influence operational and commercial outcomes more deeply than lighter builders.",18,58
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,context,4,Direct evidence,"Wix Studio owns site structure, business-solution connections, and broader platform context beyond a single design artifact.",20,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,trust,4,Direct evidence,"Wix Studio publicly foregrounds security and enterprise-grade infrastructure, which strengthens trust relative to lighter AI-native builders.",20,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,distribution,5,Direct evidence,Wix has broad existing market reach and Studio is packaged for agencies and enterprises rather than needing to build distribution from scratch.,20,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,judgment,3,Inference,"The platform can encode workflow and infrastructure choices, but scarce website strategy and creative judgment still remain largely external.",20,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",proprietary_advantage,liability_governance,4,Direct evidence,"Public messaging around security, reliability, and multi-site management supports a stronger governance story than most peers in this cohort.",20,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,frequency,4,Inference,"Agencies and enterprise teams managing multiple sites can use Studio continuously, not only during initial build phases.",19,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,operational_dependence,4,Inference,"Once Studio is running an important web program, teams are likely to depend on it for recurring operational work.",19,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,system_position,4,Direct evidence,"The platform sits across building, publishing, business solutions, and developer extensions rather than only at the mockup layer.",19,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,switching_cost,3,Inference,"Multi-site and enterprise use cases create more migration friction than lighter tools, even if underlying content is still somewhat portable.",19,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",workflow_criticality,budget_durability,4,Inference,Agency and enterprise site-platform spend is typically more durable than experimental AI tooling budgets.,19,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,model_improvement_test,4,Inference,"Stronger models should improve Studio's AI surfaces, but the broader platform still matters because AI sits inside a larger system of action.",17,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,wrapper_risk_test,3,Inference,"Wix Studio is clearly deeper than a wrapper, yet its visible AI layers are still subject to the same commoditization pressure affecting the category.",17,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,agent_readiness_test,4,Direct evidence,The developer docs and platform breadth suggest Studio can support agent-mediated workflows better than tools with only a narrow UI surface.,17,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,accountability_test,2,Inference,"Studio controls meaningful site operations, but it still does not own the full business outcome after launch.",17,56
wix-studio,Wix Studio,rater,desk_rater_alpha,"More conservative on governance, switching cost, and outcome ownership.",ai_resilience_tests,outcome_depth_test,4,Inference,"Because the platform spans publishing, management, and business solutions, Studio can influence operational and commercial outcomes more deeply than lighter builders.",17,56
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,context,4,Direct evidence,"Wix Studio owns site structure, business-solution connections, and broader platform context beyond a single design artifact.",20,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,trust,4,Direct evidence,"Wix Studio publicly foregrounds security and enterprise-grade infrastructure, which strengthens trust relative to lighter AI-native builders.",20,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,distribution,5,Direct evidence,Wix has broad existing market reach and Studio is packaged for agencies and enterprises rather than needing to build distribution from scratch.,20,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,judgment,3,Inference,"The platform can encode workflow and infrastructure choices, but scarce website strategy and creative judgment still remain largely external.",20,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,proprietary_advantage,liability_governance,4,Direct evidence,"Public messaging around security, reliability, and multi-site management supports a stronger governance story than most peers in this cohort.",20,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,frequency,4,Inference,"Agencies and enterprise teams managing multiple sites can use Studio continuously, not only during initial build phases.",20,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,operational_dependence,4,Inference,"Once Studio is running an important web program, teams are likely to depend on it for recurring operational work.",20,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,system_position,4,Direct evidence,"The platform sits across building, publishing, business solutions, and developer extensions rather than only at the mockup layer.",20,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,switching_cost,4,Inference,"Multi-site and enterprise use cases create more migration friction than lighter tools, even if underlying content is still somewhat portable.",20,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,workflow_criticality,budget_durability,4,Inference,Agency and enterprise site-platform spend is typically more durable than experimental AI tooling budgets.,20,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,model_improvement_test,4,Inference,"Stronger models should improve Studio's AI surfaces, but the broader platform still matters because AI sits inside a larger system of action.",18,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,wrapper_risk_test,3,Inference,"Wix Studio is clearly deeper than a wrapper, yet its visible AI layers are still subject to the same commoditization pressure affecting the category.",18,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,agent_readiness_test,4,Direct evidence,The developer docs and platform breadth suggest Studio can support agent-mediated workflows better than tools with only a narrow UI surface.,18,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,accountability_test,3,Inference,"Studio controls meaningful site operations, but it still does not own the full business outcome after launch.",18,58
wix-studio,Wix Studio,rater,desk_rater_beta,Balanced baseline reading of the evidence packet.,ai_resilience_tests,outcome_depth_test,4,Inference,"Because the platform spans publishing, management, and business solutions, Studio can influence operational and commercial outcomes more deeply than lighter builders.",18,58
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,context,4,Direct evidence,"Wix Studio owns site structure, business-solution connections, and broader platform context beyond a single design artifact.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,trust,4,Direct evidence,"Wix Studio publicly foregrounds security and enterprise-grade infrastructure, which strengthens trust relative to lighter AI-native builders.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,distribution,5,Direct evidence,Wix has broad existing market reach and Studio is packaged for agencies and enterprises rather than needing to build distribution from scratch.,20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,judgment,3,Inference,"The platform can encode workflow and infrastructure choices, but scarce website strategy and creative judgment still remain largely external.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,proprietary_advantage,liability_governance,4,Direct evidence,"Public messaging around security, reliability, and multi-site management supports a stronger governance story than most peers in this cohort.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,frequency,4,Inference,"Agencies and enterprise teams managing multiple sites can use Studio continuously, not only during initial build phases.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,operational_dependence,4,Inference,"Once Studio is running an important web program, teams are likely to depend on it for recurring operational work.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,system_position,4,Direct evidence,"The platform sits across building, publishing, business solutions, and developer extensions rather than only at the mockup layer.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,switching_cost,4,Inference,"Multi-site and enterprise use cases create more migration friction than lighter tools, even if underlying content is still somewhat portable.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,workflow_criticality,budget_durability,4,Inference,Agency and enterprise site-platform spend is typically more durable than experimental AI tooling budgets.,20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,model_improvement_test,5,Inference,"Stronger models should improve Studio's AI surfaces, but the broader platform still matters because AI sits inside a larger system of action.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,wrapper_risk_test,3,Inference,"Wix Studio is clearly deeper than a wrapper, yet its visible AI layers are still subject to the same commoditization pressure affecting the category.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,agent_readiness_test,5,Direct evidence,The developer docs and platform breadth suggest Studio can support agent-mediated workflows better than tools with only a narrow UI surface.,20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,accountability_test,3,Inference,"Studio controls meaningful site operations, but it still does not own the full business outcome after launch.",20,60
wix-studio,Wix Studio,rater,desk_rater_gamma,More positive on agent leverage and model-improvement upside.,ai_resilience_tests,outcome_depth_test,4,Inference,"Because the platform spans publishing, management, and business solutions, Studio can influence operational and commercial outcomes more deeply than lighter builders.",20,60
